n,p,k,temperature,humidity,ph,soil_quality
79,35,75,22.66743176,77.06061103,5.678420441,Medium
26,86,24,36.4490858,54.51933872,7.466208166,Medium
76,74,94,30.11007079,34.47660953,7.692421868,Poor
55,33,44,19.21590279,72.40613238,6.770323299,Good
64,83,78,25.53776329,54.27682998,7.276951972,Good
39,44,36,38.2057767,85.81918901,7.020059973,Medium
84,33,97,37.53008936,48.39367286,6.162533683,Medium
27,37,16,16.75274482,80.59996929,6.851295562,Poor
129,89,15,21.71532982,70.82627071,7.545558939,Poor
35,25,42,18.86348495,81.19947697,6.641686145,Poor
33,68,67,28.34529286,47.51291263,6.857334289,Medium
95,90,58,33.74958293,57.6807242,6.722366567,Good
134,63,26,22.38858028,79.38774067,6.149531218,Medium
106,88,51,33.94990193,68.62912915,6.980425149,Good
34,25,81,31.71788933,51.59531397,6.671781084,Medium
111,24,49,33.20555524,60.71973754,6.034855788,Medium
117,20,55,38.70609283,89.76588566,7.55936975,Poor
85,74,80,25.61529652,74.51087972,7.685105326,Medium
51,88,79,23.56420062,66.87135917,5.627357107,Medium
106,99,77,32.0961802,79.67468283,6.931402141,Medium
82,77,10,35.18892854,56.52182033,6.454605088,Medium
105,52,88,19.78613229,87.00384028,6.709694914,Medium
70,78,98,36.16999002,63.12127372,6.359808369,Medium
44,22,61,16.44631227,49.61232898,6.591024512,Medium
77,19,44,15.1598438,35.16119865,6.243898048,Medium
82,84,78,18.96067874,52.54171315,5.770487539,Medium
81,91,14,39.46667967,64.11830262,6.194675064,Medium
41,50,26,28.08913444,72.19488832,7.041764206,Medium
77,59,62,16.16418529,82.50700157,5.615877502,Medium
77,96,61,39.9293921,86.63765012,6.380284488,Medium
105,80,23,33.62278137,36.14723077,5.597288084,Poor
68,68,38,35.9501269,66.05429916,6.319412418,Good
71,48,17,20.32351316,69.99537895,5.70150689,Medium
61,12,10,17.63623586,40.32382902,6.281172224,Medium
89,85,38,27.87712357,62.73604082,7.427601698,Good
34,16,45,34.30439211,50.09001813,6.910840014,Medium
73,58,60,30.94451631,34.64503992,7.069277176,Medium
126,35,46,30.77648329,33.95195947,6.658740294,Medium
79,42,78,33.92740209,75.55277883,7.621477913,Medium
120,57,62,20.67552064,66.92732711,6.744664868,Good
116,88,61,31.53798205,72.90730069,5.739876403,Medium
27,11,97,24.80276673,71.11668927,7.646137039,Poor
72,80,92,16.74383713,38.05873799,5.806045746,Poor
79,41,21,20.05356516,39.09391539,7.798091786,Poor
127,13,61,34.85009348,45.14902345,6.501383802,Medium
127,29,10,37.39826745,53.94603522,5.669016574,Poor
24,45,16,22.07054529,86.3505735,7.487434843,Poor
122,41,26,19.75902345,70.43354168,5.713630673,Poor
87,37,52,15.66811261,45.31031607,5.901194338,Medium
25,86,80,38.69243471,33.35904611,6.45989822,Medium
128,10,26,32.09637313,71.05343585,7.055228423,Poor
115,69,68,38.92575263,67.51910825,5.778622038,Medium
135,65,12,36.59622957,70.5458051,6.932037923,Medium
113,44,38,23.51166482,45.67077924,7.294888679,Good
66,39,31,17.81707614,61.01779303,5.78404104,Medium
118,63,47,27.47641987,51.70216808,6.989412408,Good
74,45,63,15.67034495,79.06193634,7.705414528,Medium
59,64,59,18.7479157,34.16379973,7.725008583,Medium
71,98,78,20.83581573,46.52650737,5.871823989,Medium
35,89,39,31.6411649,66.17722465,7.247319399,Medium
32,67,32,27.74693685,42.31342662,7.4472546,Medium
133,92,94,22.5604889,70.36280616,7.544615448,Poor
125,74,99,29.11920998,38.20635019,6.244467263,Poor
49,78,56,18.13006622,31.36873751,6.121272434,Medium
38,60,30,33.89270317,81.80967197,5.61008045,Poor
36,31,29,32.80087847,50.00666408,6.418785096,Medium
139,97,32,20.41256689,39.41093898,5.785099832,Poor
82,62,77,30.15978889,40.36254154,7.308391825,Good
38,45,30,27.58256511,83.15372364,5.828823115,Poor
111,77,30,16.5204078,69.26588437,7.383482305,Good
77,45,10,21.95384792,87.380776,5.747511191,Poor
74,61,24,39.9870676,78.0024194,6.605415602,Medium
109,62,26,17.48839153,76.0525611,6.384658793,Medium
120,91,60,27.66028268,59.98923957,6.883550705,Medium
109,59,72,36.23334387,79.24829392,6.69317527,Good
136,89,23,22.51629683,54.75915231,6.87684101,Medium
81,50,68,21.51771597,79.62002982,5.502216476,Medium
42,27,92,37.26982629,75.4644775,5.79325832,Poor
28,31,59,22.62074867,70.70631754,6.689376425,Medium
31,75,43,31.28733278,49.78297116,6.028232038,Medium
136,30,15,33.50782461,67.84269824,5.675529456,Poor
20,53,58,34.71544373,60.40725749,6.000712495,Medium
77,56,15,39.86899093,57.69257202,7.293676984,Medium
20,48,78,35.07980174,89.41478,6.745896414,Medium
130,38,16,31.42530392,60.26386979,5.937176834,Poor
53,63,86,37.38658894,31.91917232,5.536750256,Medium
115,99,60,37.64361589,67.58807214,6.322469865,Medium
137,94,10,39.32916144,73.6806507,6.322180061,Poor
67,26,22,34.41163161,83.11103216,7.19078798,Poor
108,89,52,19.87318326,67.9610836,7.614703217,Medium
123,69,36,32.74515222,31.16742703,6.355632336,Medium
128,40,80,16.87821104,37.18466015,7.082705166,Medium
136,82,12,22.9490732,39.67440295,6.960282736,Poor
20,87,67,17.89518776,42.67568118,6.470784654,Medium
35,58,98,38.74856517,77.98661383,5.651547185,Poor
80,11,26,23.46885281,48.585603,6.588968353,Medium
122,57,54,32.83039116,48.74173937,6.314518678,Medium
83,23,87,29.28296089,75.33524646,6.765447087,Medium
82,68,67,17.68778533,54.74619447,5.78841328,Medium
88,67,65,29.0336112,33.87837192,7.165751547,Medium
41,67,63,31.52558859,65.10758675,7.311825998,Good
112,60,96,37.03793143,37.80406119,6.393461776,Medium
138,93,97,16.75214106,64.2998568,5.90313448,Poor
86,11,38,22.39084963,76.77828646,6.934229426,Medium
95,50,63,32.3085236,85.76937824,7.698367525,Medium
45,92,36,15.8582909,34.02315642,7.11115729,Medium
35,91,54,20.0888364,48.23799503,5.784009138,Poor
70,25,96,20.46675991,69.14783898,6.413606226,Medium
120,13,40,31.73316032,48.92718017,7.605348349,Medium
105,21,45,22.14901699,57.06153667,6.959172021,Medium
76,38,90,29.98989156,31.20545175,5.838450051,Medium
48,16,70,39.13371117,71.60988037,7.16656206,Medium
97,23,46,34.83107455,82.99680789,6.313093215,Medium
111,21,76,23.32257012,88.61157887,6.625929102,Medium
88,14,45,26.80999922,79.83200094,6.45460709,Medium
66,90,14,20.01684755,31.90657575,7.169102189,Medium
132,41,55,15.39300026,69.11123809,6.001184105,Medium
113,83,88,22.24288495,59.73955478,6.393250493,Good
129,52,61,24.23521528,86.27372959,7.212455152,Medium
81,90,58,29.10917932,84.12833188,7.121000425,Medium
135,78,15,38.60166623,89.28277046,5.964011837,Poor
88,54,19,38.69630183,81.71605346,6.30652706,Medium
95,18,32,16.75245747,62.81352803,5.533037257,Medium
35,58,26,30.36614199,72.89403092,6.719396796,Medium
109,42,93,16.05881627,87.88063418,6.146165225,Medium
109,27,53,31.20202687,64.68700367,5.527291608,Medium
67,18,50,17.94257656,80.39875122,6.476821515,Medium
104,71,24,38.66007063,86.53259257,7.631800337,Poor
58,66,53,36.60846706,64.23226147,7.623822681,Medium
119,38,67,15.55822076,39.54925476,6.355836563,Medium
52,87,95,34.55329311,39.33380359,6.533109128,Medium
113,34,59,30.89742793,36.91903045,6.058167366,Medium
120,24,61,27.38422977,58.57939082,5.657107889,Medium
42,15,79,30.06586217,58.8084947,7.09603137,Medium
29,51,77,31.95625151,67.0422713,7.340121226,Medium
137,38,72,37.11143689,58.97236885,7.524240675,Medium
88,88,67,34.18394153,88.38330093,7.65116077,Medium
119,13,32,29.38444548,47.47864924,7.606715742,Medium
53,91,53,35.61539152,82.42899753,5.562981875,Poor
71,66,92,39.67307391,36.01982566,7.749618289,Poor
114,58,53,22.50455052,66.11506068,6.37285465,Good
29,53,61,17.96051735,68.89951304,7.538047675,Medium
38,89,76,33.28620652,76.33380759,6.513748461,Medium
77,84,37,39.46490835,60.18133278,6.471038175,Good
115,23,76,17.91764803,41.83357722,5.525738412,Medium
20,12,87,25.79268145,52.13985675,5.620615329,Poor
139,71,27,16.55669105,46.32969099,7.04394185,Medium
88,73,36,34.41329857,55.14633094,7.656573397,Medium
128,54,60,38.71771789,61.79809846,6.016120613,Medium
23,91,69,27.47485386,67.50421748,5.716013768,Poor
35,67,83,25.23802868,80.7073167,5.991871176,Poor
43,29,58,37.69297558,84.60061926,5.988335647,Poor
99,67,24,18.33470973,57.75487709,6.174211888,Medium
138,98,92,37.28960779,35.32028624,5.717909975,Poor
21,66,82,24.80315007,77.82391138,6.041711438,Medium
132,86,77,28.98516031,58.62946351,7.618932119,Medium
111,77,24,28.20730263,62.78679608,7.547504246,Medium
51,87,60,30.39947936,65.7476484,6.227499984,Good
110,61,57,38.55308284,70.07206552,7.792854953,Medium
103,46,81,38.77817581,83.4060516,6.186212147,Medium
43,17,10,35.77870668,87.12877171,7.160208584,Poor
31,53,16,19.78860193,86.41015914,6.981220291,Poor
69,14,62,23.33790811,78.56781914,5.648474535,Medium
54,78,40,27.19562126,83.35453522,6.287282746,Medium
52,40,27,37.63652348,32.97928614,7.688449121,Poor
52,54,21,28.0216206,80.94675999,5.616993947,Poor
80,18,57,39.43589162,34.33591421,5.902233947,Poor
70,41,39,39.59602929,74.77163446,7.733175285,Medium
62,42,16,29.96460649,40.1618173,5.591523348,Medium
120,76,12,36.93738349,51.60662675,6.527196901,Medium
31,39,72,39.9805678,41.05102075,7.61220739,Medium
86,85,15,36.24291295,56.6076982,7.670461214,Medium
84,38,24,31.42277533,54.70484663,7.752438051,Medium
52,12,80,36.12833814,32.88377064,6.607038902,Medium
59,99,52,17.06637654,79.82987671,5.698903972,Medium
93,66,90,30.87053294,81.25118975,7.277217548,Medium
62,39,27,20.41305081,77.25043464,7.130661986,Medium
63,18,31,17.90159127,80.85639619,6.833110808,Medium
48,35,70,37.32178131,75.05274212,7.542942505,Medium
32,11,70,30.99112359,86.24906672,7.596611205,Poor
31,71,62,21.08866365,64.58353501,7.071461828,Medium
114,12,35,24.66955744,64.9585528,5.757829879,Medium
65,55,49,39.33191363,81.59459451,5.719707898,Medium
21,77,97,36.55455132,50.9649328,6.43984843,Medium
134,34,17,15.38954489,33.00494125,6.173211377,Poor
133,60,30,39.49502488,74.99132372,5.805861324,Medium
54,22,52,24.21323683,45.27535076,6.905738889,Medium
106,53,30,32.38545415,58.45414872,7.072118549,Good
100,44,12,32.81691412,44.42639014,7.105327005,Medium
109,64,40,37.79211089,79.62545112,5.903137695,Medium
27,96,36,37.12652191,87.4975779,6.203440756,Poor
112,18,36,22.04323979,33.30138622,5.957821678,Poor
45,11,82,31.08838696,44.00229789,6.883068732,Medium
93,70,66,24.84263557,41.37372743,6.804287301,Good
109,50,42,28.13859341,70.39221076,6.657620905,Good
53,53,99,28.86696314,55.72070399,6.180930085,Medium
134,73,53,24.90858615,57.37569981,6.045221732,Medium
124,40,52,26.59735051,39.42474506,7.547938014,Poor
26,56,40,20.2085567,54.88407849,5.6123641,Medium
87,11,74,30.19115958,48.19369684,7.009716271,Medium
77,91,93,33.97399539,66.67145488,5.545027056,Poor
136,86,85,25.7435301,43.03429372,5.945827694,Medium
133,78,26,39.44200221,66.88868047,6.165811978,Medium
128,67,24,16.43066019,52.66471151,7.538917729,Poor
94,53,43,29.72901704,50.77767372,5.816790347,Medium
48,83,89,29.59001934,48.33339805,7.656955077,Medium
139,65,13,15.90740696,70.43000964,7.3755495,Medium
55,52,81,20.61425431,63.74510433,7.061806775,Good
108,98,98,37.63856459,81.103302,6.447016136,Poor
40,43,88,28.61285112,44.49661065,7.582090817,Medium
55,39,37,25.90964687,32.40717476,6.714296569,Medium
29,80,82,25.38741114,40.92140891,6.353777314,Medium
120,79,11,37.2040208,50.60138186,6.846935177,Medium
92,64,26,24.17577939,40.77929942,6.034215594,Medium
43,76,67,36.47917156,35.01064065,6.127619808,Medium
83,22,83,22.72981498,56.72030839,7.614423368,Medium
118,12,18,28.28759961,70.61601983,7.326031736,Medium
68,35,40,18.59549424,75.09424602,6.681051677,Good
118,66,75,35.62575781,53.92363948,6.458105,Good
131,33,97,33.39937178,58.68267567,7.35741086,Medium
55,62,71,28.25232659,75.3282296,6.812463567,Good
101,79,28,15.64753269,51.16246982,6.454577587,Medium
132,52,90,27.0314333,77.08597268,6.685532222,Medium
122,69,83,20.62991321,88.04256394,6.035231261,Medium
115,67,64,25.3343574,82.8288374,5.96453073,Medium
43,58,37,36.41066222,57.2157202,7.774908792,Medium
42,51,59,34.24008263,64.77110969,7.730061189,Medium
81,85,74,21.04882274,72.9855832,6.467902351,Good
115,75,12,39.62383582,50.95802655,6.685101523,Medium
56,20,88,37.58026266,77.954286,7.402546517,Medium
31,99,61,28.21683608,56.21501972,7.169422007,Medium
132,27,19,28.25375801,80.81049349,5.728963237,Poor
74,94,30,37.53164913,45.2840337,6.361605425,Medium
32,61,46,30.90362021,30.68268338,6.075347859,Medium
42,55,24,28.4172103,67.96130376,7.783049441,Medium
108,53,96,33.72871309,57.11334705,7.222013653,Medium
118,31,87,20.87742788,33.58938702,5.609859981,Medium
124,62,88,36.95943549,59.25674118,7.570087323,Medium
49,68,83,28.28538101,40.11419073,7.634304274,Medium
36,39,18,30.08748237,67.78494976,6.266518645,Medium
132,17,53,17.24859678,56.70273466,6.976548852,Medium
81,66,48,22.73772397,40.26748511,7.068689682,Good
103,82,14,25.66838342,54.71633683,7.17795953,Medium
131,29,34,25.34773809,43.96252849,7.095066728,Medium
108,34,65,34.45710915,69.18580683,6.787351419,Good
105,28,99,22.05805994,47.70860244,7.693840994,Poor
32,14,73,19.55273156,79.321041,6.678460596,Medium
78,84,81,29.56543129,30.84979233,5.755100425,Medium
38,88,95,30.37537146,54.20507859,5.684978611,Poor
68,81,61,18.03958268,67.02482734,5.542266224,Medium
119,92,98,15.06171257,31.35649707,6.48422379,Poor
31,96,85,37.941227,42.95051415,6.12844341,Medium
80,36,18,16.99092493,49.64519757,7.559003505,Medium
124,49,19,37.4466733,31.31067327,7.494440075,Poor
38,35,19,24.98037186,62.80144229,7.427037755,Medium
95,36,82,31.3263977,67.85210335,7.49473967,Good
28,71,71,19.64036727,43.65133511,6.184493063,Medium
90,92,99,35.5979257,62.60896364,6.480070352,Medium
47,59,69,19.50483467,89.94761335,6.216997536,Medium
97,51,28,24.66272871,83.21515726,5.697986422,Poor
114,38,47,20.95064449,33.5196499,7.625306475,Medium
71,48,15,35.93764894,37.67294786,6.916630411,Medium
102,69,24,36.45839534,59.66419928,5.80487052,Medium
130,50,56,24.30072223,44.71206689,5.9739356,Medium
35,42,54,22.68446178,34.85815423,6.536731043,Medium
136,92,14,34.33913438,45.27326956,5.619356379,Poor
88,92,87,36.9627993,33.67068586,6.125581097,Medium
118,25,62,30.60049985,61.79474653,7.117926692,Medium
31,32,75,38.18509189,59.41500622,7.616934909,Medium
44,16,71,24.57609532,30.37956921,7.636082256,Poor
71,35,32,18.79716005,58.95098374,6.696066892,Good
104,21,53,19.49107456,61.18830884,6.217957086,Medium
119,81,61,31.74579881,66.34222446,7.617715007,Medium
72,14,55,25.18816058,88.20598346,7.309260284,Medium
42,78,28,18.90786496,88.96154562,6.850357407,Medium
35,58,97,22.30567137,61.61575864,7.419471673,Medium
76,35,93,28.2651268,80.71120186,6.555309848,Medium
58,14,56,18.03613167,35.1099462,5.75804812,Poor
128,31,61,15.08606247,61.86927735,7.657947675,Medium
72,88,33,37.93245119,70.73400355,6.728216277,Good
61,22,26,22.62152977,63.88372917,7.09916827,Medium
77,37,98,20.53745363,43.84325967,6.402272274,Medium
58,42,55,32.46202024,33.75947918,5.812205501,Medium
33,32,73,36.33506805,53.20015707,6.125328128,Medium
114,27,37,30.80696918,68.85854987,5.600447048,Medium
24,39,59,21.36206885,89.50278442,5.701433084,Poor
54,35,73,36.54091558,44.19200708,5.971313958,Medium
106,25,37,27.7606799,85.06739458,6.790325601,Medium
112,86,95,24.52977007,34.09568397,7.783634895,Poor
126,48,65,30.11815299,85.85935644,7.440563611,Medium
94,42,68,32.51530559,79.94200607,5.697494222,Medium
37,35,14,29.84574685,31.25672116,7.437390445,Poor
130,57,63,38.00613614,47.89112245,6.733516009,Medium
95,74,53,30.70044515,33.05739922,7.018743975,Medium
28,47,51,36.96451782,89.73035229,5.798461156,Poor
93,11,81,29.67396088,55.67064028,6.409512522,Medium
77,15,66,23.24198934,69.73041118,7.533479944,Medium
127,55,56,28.30742044,44.05143449,6.478340947,Medium
36,59,85,17.15841724,86.02417432,5.792360998,Poor
121,47,34,20.75436585,46.45044531,6.215473157,Medium
26,97,53,34.15579156,45.61287644,6.009495357,Medium
65,27,24,31.53689027,48.87600576,7.079863192,Medium
32,36,60,19.16296776,57.74934988,7.595363858,Medium
59,50,62,25.95037941,31.11196357,7.187026903,Medium
61,81,43,18.54980515,65.87025001,7.440325964,Good
28,83,86,36.39544641,31.89994783,7.353380624,Medium
69,26,17,17.72924254,62.35214926,5.533589897,Poor
46,71,86,31.35587492,57.47309413,5.786051464,Medium
85,38,79,30.17500002,44.55282349,6.473771898,Good
24,67,30,26.81941614,49.78608103,5.757806229,Medium
48,79,16,21.95586557,72.33958867,7.19034996,Medium
56,87,99,25.0989125,30.57585119,5.661431093,Poor
57,31,88,35.15978251,48.99882828,6.457356317,Good
102,15,65,34.03877039,70.81783525,6.402265184,Medium
27,35,58,33.47022788,39.13643192,6.74992501,Medium
131,48,51,33.74558961,63.62313925,6.947568109,Medium
128,21,32,18.59715936,40.13597571,7.677999652,Poor
84,23,61,17.47741126,39.28571261,6.123725038,Medium
105,31,88,36.53746557,76.33680574,7.031764324,Good
135,60,62,35.92936426,45.9915212,5.580695016,Medium
36,32,25,32.0329576,52.54614714,5.502316103,Poor
90,57,46,30.14764363,73.80108394,5.558323885,Medium
108,80,27,24.17179266,40.77117603,6.532497033,Medium
64,59,29,20.60206479,61.90422128,6.776530248,Medium
23,98,55,31.69141094,85.06917983,5.514286787,Poor
55,22,11,37.82586595,63.22960916,6.411746543,Medium
89,94,96,25.92491439,32.930746,5.593970381,Poor
50,19,72,22.58031176,65.38183648,7.002553046,Medium
38,64,12,21.76854534,35.40920397,6.951833673,Poor
80,18,55,15.59263107,46.92747243,7.303623173,Medium
127,88,58,28.00791805,80.98050632,6.756399998,Medium
73,61,10,39.70590075,30.66414768,6.932784605,Medium
58,11,31,35.3809429,34.62079852,6.142664374,Medium
110,34,23,37.43686795,51.80184772,5.696543782,Medium
93,22,94,30.52910241,89.96375279,7.195804173,Poor
109,60,54,27.03616026,47.51183436,6.907285667,Good
38,67,15,39.76142519,39.43647712,7.658163212,Poor
58,43,74,26.17905277,62.96532797,7.775219436,Medium
86,44,30,37.92076439,61.15530129,7.448753312,Good
64,12,13,34.04612022,56.97717531,7.766930277,Poor
32,68,12,23.27446063,86.79922512,6.989126482,Poor
133,79,39,27.57655458,46.80896226,5.711483071,Medium
111,57,40,24.60823054,47.59945376,5.70661484,Medium
77,73,43,18.40558185,38.41541828,7.356375481,Medium
39,28,92,23.91916454,71.83728107,6.044779003,Poor
111,76,29,37.22432211,49.28216826,5.640272877,Medium
91,91,96,33.81589213,78.16441758,6.586231591,Medium
80,82,63,21.93952686,88.30547264,6.223685468,Medium
124,85,34,24.19783283,32.62111452,6.852743041,Medium
58,14,24,30.41084808,89.5873134,6.880347379,Poor
20,76,47,25.40349538,45.24625358,7.067452303,Medium
22,20,32,27.57610291,55.20662144,6.825817344,Medium
96,77,61,32.45421028,76.66460127,6.376111508,Good
111,78,75,26.6812712,69.91986853,5.554433408,Medium
81,10,66,19.77424474,76.70621525,7.581703477,Medium
82,72,66,28.01434843,57.97992094,6.251919979,Good
132,38,88,23.90295576,84.96402471,6.666446323,Medium
44,91,61,22.26835571,77.39644832,6.780956447,Medium
75,21,44,23.20271403,48.55367853,6.22416175,Medium
52,86,83,25.97505544,86.90881328,6.2095062,Medium
57,50,23,37.16532857,87.66325161,6.099981503,Medium
136,11,23,33.35142761,54.90321335,6.059712692,Poor
25,46,42,31.69704846,69.11762928,5.569910178,Medium
77,54,61,26.78150527,78.88611211,7.703203584,Medium
63,89,10,15.04574868,79.03804301,6.869180935,Medium
64,57,43,23.51376779,30.84741268,5.748554121,Medium
51,33,28,35.329801,67.74081798,6.861504368,Medium
64,31,33,24.70427274,88.42195785,6.034169468,Medium
80,20,13,29.09547813,43.88082887,6.214568718,Medium
66,67,45,20.11849541,77.73653155,7.342686833,Good
40,55,86,37.89644355,62.05485726,7.537344643,Medium
99,38,67,38.07926089,43.28821267,7.109594954,Good
137,44,41,18.6517596,33.06227845,7.644937409,Poor
104,24,18,33.10397373,75.59530266,7.581562247,Poor
94,69,89,16.88096269,48.98822097,6.767691276,Good
120,51,76,29.96369045,52.53516168,7.588047317,Medium
